filepath,label
dataset/snow/1055.jpg,snow
dataset/fogsmog/4480.jpg,fogsmog
dataset/snow/0847.jpg,snow
dataset/hail/0143.jpg,hail
dataset/glaze/6542.jpg,glaze
dataset/snow/1433.jpg,snow
dataset/glaze/6447.jpg,glaze
dataset/snow/1053.jpg,snow
dataset/dew/2576.jpg,dew
dataset/snow/1420.jpg,snow
dataset/glaze/6093.jpg,glaze
dataset/dew/2621.jpg,dew
dataset/sandstorm/3247.jpg,sandstorm
dataset/snow/1128.jpg,snow
dataset/rime/5174.jpg,rime
dataset/snow/1002.jpg,snow
dataset/sandstorm/2949.jpg,sandstorm
dataset/dew/2388.jpg,dew
dataset/sandstorm/3354.jpg,sandstorm
dataset/fogsmog/4648.jpg,fogsmog
dataset/glaze/6254.jpg,glaze
dataset/rime/5912.jpg,rime
dataset/hail/0083.jpg,hail
dataset/dew/2901.jpg,dew
dataset/dew/2349.jpg,dew
dataset/glaze/6708.jpg,glaze
dataset/snow/1358.jpg,snow
dataset/hail/0351.jpg,hail
dataset/dew/2614.jpg,dew
dataset/rime/5427.jpg,rime
dataset/sandstorm/3452.jpg,sandstorm
dataset/rime/5075.jpg,rime
dataset/fogsmog/4859.jpg,fogsmog
dataset/rime/5648.jpg,rime
dataset/snow/0911.jpg,snow
dataset/hail/0373.jpg,hail
dataset/snow/1437.jpg,snow
dataset/glaze/6494.jpg,glaze
dataset/dew/2409.jpg,dew
dataset/frost/3889.jpg,frost
dataset/sandstorm/2959.jpg,sandstorm
dataset/fogsmog/4541.jpg,fogsmog
dataset/rime/5471.jpg,rime
dataset/hail/0011.jpg,hail
dataset/rime/5712.jpg,rime
dataset/fogsmog/4352.jpg,fogsmog
dataset/glaze/6148.jpg,glaze
dataset/rainbow/0742.jpg,rainbow
dataset/dew/2622.jpg,dew
dataset/dew/2820.jpg,dew
dataset/glaze/6227.jpg,glaze
dataset/glaze/6722.jpg,glaze
dataset/fogsmog/4311.jpg,fogsmog
dataset/glaze/6655.jpg,glaze
dataset/snow/1007.jpg,snow
dataset/glaze/6270.jpg,glaze
dataset/lightning/1974.jpg,lightning
dataset/hail/0409.jpg,hail
dataset/rime/5434.jpg,rime
dataset/glaze/6319.jpg,glaze
dataset/fogsmog/4564.jpg,fogsmog
dataset/fogsmog/4433.jpg,fogsmog
dataset/hail/0202.jpg,hail
dataset/glaze/6111.jpg,glaze
dataset/rime/5539.jpg,rime
dataset/fogsmog/4397.jpg,fogsmog
dataset/snow/0878.jpg,snow
dataset/rainbow/0769.jpg,rainbow
dataset/dew/2852.jpg,dew
dataset/rime/5209.jpg,rime
dataset/dew/2858.jpg,dew
dataset/frost/3744.jpg,frost
dataset/snow/0983.jpg,snow
dataset/hail/0204.jpg,hail
dataset/fogsmog/4698.jpg,fogsmog
dataset/hail/0281.jpg,hail
dataset/sandstorm/2933.jpg,sandstorm
dataset/frost/3926.jpg,frost
dataset/hail/0286.jpg,hail
dataset/rime/4980.jpg,rime
dataset/sandstorm/3036.jpg,sandstorm
dataset/snow/0873.jpg,snow
dataset/rime/4989.jpg,rime
dataset/rain/1741.jpg,rain
dataset/rime/5092.jpg,rime
dataset/rain/1761.jpg,rain
dataset/rainbow/0717.jpg,rainbow
dataset/dew/2804.jpg,dew
dataset/hail/0227.jpg,hail
dataset/snow/1103.jpg,snow
dataset/frost/3782.jpg,frost
dataset/rain/1693.jpg,rain
dataset/dew/2883.jpg,dew
dataset/glaze/6477.jpg,glaze
dataset/glaze/6535.jpg,glaze
dataset/rime/5784.jpg,rime
dataset/fogsmog/4687.jpg,fogsmog
dataset/rime/5224.jpg,rime
dataset/glaze/6526.jpg,glaze
dataset/rain/1789.jpg,rain
dataset/fogsmog/4772.jpg,fogsmog
dataset/glaze/6187.jpg,glaze
dataset/lightning/2168.jpg,lightning
dataset/rime/5854.jpg,rime
dataset/dew/2281.jpg,dew
dataset/fogsmog/4802.jpg,fogsmog
dataset/dew/2894.jpg,dew
dataset/fogsmog/4545.jpg,fogsmog
dataset/glaze/6307.jpg,glaze
dataset/sandstorm/3286.jpg,sandstorm
dataset/dew/2678.jpg,dew
dataset/frost/3810.jpg,frost
dataset/lightning/2123.jpg,lightning
dataset/rime/5135.jpg,rime
dataset/fogsmog/4593.jpg,fogsmog
dataset/hail/0529.jpg,hail
dataset/dew/2649.jpg,dew
dataset/sandstorm/3082.jpg,sandstorm
dataset/frost/4054.jpg,frost
dataset/fogsmog/4388.jpg,fogsmog
dataset/sandstorm/3553.jpg,sandstorm
dataset/fogsmog/4238.jpg,fogsmog
dataset/rime/5162.jpg,rime
dataset/sandstorm/3293.jpg,sandstorm
dataset/rain/1165.jpg,rain
dataset/hail/0225.jpg,hail
dataset/rain/1543.jpg,rain
dataset/rime/6003.jpg,rime
dataset/snow/1232.jpg,snow
dataset/hail/0247.jpg,hail
dataset/dew/2891.jpg,dew
